nombre,codigo_chilemat,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel,unidad
"PERNO HEXAGONAL G2 UNC NG 1/4 X 1"" (100)",0010012C_016064,,63.754,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO HEXAGONAL G2 UNC NG 1/4 X 5""",0010012C_016319,,285.136,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO HEXAGONAL G2 UNC NG 5/16 X 1"" (100)",0010012C_020064,,93.2716,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO HEXAGONAL G2 UNC NG 5/16 X 1.1/2""",0010012C_020096,,153.51160000000002,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO HEXAGONAL G2 UNC NG 5/16 X 6""",0010012C_020383,,485.3336,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO HEXAGONAL G2 UNC NG 3/8 X 1""",0010012C_024064,,159.636,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO HEXAGONAL G2 UNC NG 3/8 X 1.1/2"" (100)",0010012C_024096,,171.182,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO HEXAGONAL G2 UNC NG 3/8 X 2.1/2""",0010012C_024160,,264.4536,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO HEXAGONAL G2 UNC NG 3/8 X 3"" (100)",0010012C_024192,,388.3472,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO HEXAGONAL G2 UNC NG 1/2 X 1""",0010012C_032063,,242.3656,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO HEXAGONAL G2 UNC NG 1/2 X 1.1/2""",0010012C_032096,,334.5328,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO HEXAGONAL G2 UNC NG 1/2 X 5"" (25)",0010012C_032320,,906.3108000000001,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO COCHE UNC NG PAVONADO 1/4 X 1.1/2""",001003_C_016096,,78.7136,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO COCHE UNC NG PAVONADO 5/16 X 3""",001003_C_020192,,154.7164,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO COCINA CAB REDONDA ZN 1/4 X 1""",001004_CZ016064,,93.6732,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO COCINA CAB REDONDA ZN 1/4 X 1.1/2""",001004_CZ016096,,100.5004,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO COCINA CAB REDONDA ZN 1/4 X 2""",001004_CZ016128,,100.6008,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO ANCLAJE 3/8 X 5"" (CAJAS DE 50)",001010__024319,,566.256,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO ANCLAJE ZN 3/8 X 6.1/2"" (50)",001010__024416,,695.5712,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"PERNO ANCLAJE ZN 1/2 X 4.1/4"" (40)",001010__032272,,855.408,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
CLAVO P/TECHO 1.3/4 (100 PZ.),001CLATEC112,,4116.4,,,bolsa,bolsa,1.0,0,General,Otros,,,,
CLAVO TECHO HELICOIDAL ZINC 2.1/2 C/GOLILLA (100 PZ),001CLATEC159,,4317.2,,,bolsa,bolsa,1.0,0,Aceros y Techumbre,Planchas,,,,
"GOLILLA PLANA CTE NG 1/4"" (100)",003003_C_015999,,46.184,,,unidad,unidad,1.0,0,General,Otros,,,,
"GOLILLA PLANA CTE NG 5/16"" (100)",003003_C_019999,,48.192,,,unidad,unidad,1.0,0,General,Otros,,,,
"MOTOR GASOLINA MOD TF55FX 5,5 HP, 163CC PART. MANUAL",004-003,,189756.0,,,unidad,unidad,1.0,0,General,Otros,,,,
"MOTOR GASOLINA MOD TF150FX 15,0 HP, 420CC PART. MANUAL",004-012,,451800.0,,,unidad,unidad,1.0,0,General,Otros,,,,
"TORNILLO AUTOP #3 C/GOL ZN 12-14 X 1"" (100)",004010__012-064,,51.0032,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO AUTOP #3 C/GOL ZN 12-14 X 2"" (100)",004010__012-128,,73.6936,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO AUTOP #3 C/GOL ZN 12-14 X 2.1/2"" (100)",004010__012-160,,86.9464,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO AUTOP TAP FAST GALV 9-15 X 1.1/2"" C 5/16",004010_0915096,,62.75,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO AUTOP TAP FAST GALV 9-15 X 2"" C 5/16",004010_0915127,,68.8744,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO AUTOP TAP FAST GALV 9-15 X 2.1/2"" C 5/16",004010_0915160,,77.10719999999999,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"T.AUT.TAP-FAST C/GOL. 9-15X3"" HEX 5/16 CAJA 100 PC",004010_0915193,,89.356,,,unidad,unidad,1.0,0,General,Otros,,,,
"TORNILLO SOBERBIO ZN 3/16 X 2""",4010012127,,37.148,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO AUTOP TAP FAST C/GOL PTA ESP 10-12 X 2""",004012_1012128,,29.2164,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO AUTOP TAP FAST GALV 10-12 X 2.1/2"" C 5/16 (100)",004012_1012160,,34.136,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA CRS ZN 6 X 3/4"" (100-7.500)",004016VNZ006048,,9.538,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA CRS H.ESP.ZN 6 X 1.5/8""",004016VNZ006104,,17.770799999999998,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA CRS ZN 6 X 2"" (100-2.400)",004016VNZ006128,,20.9836,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA CRS ZN 8 X 2.1/2"" (100-2.400)",004016VNZ008129,,29.8188,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA CRS ZN 8 X 3"" (100-2.400)",004016VNZ008192,,36.5456,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA CRS ZN 8 X 3.1/2"" (100-2.400)",004016VNZ008222,,38.152,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA CRS ZN 8 X 4"" (100-1.600)",004016VNZ008256,,46.184,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA ZN P/B 6 X 1.1/4"" (100-4.000)",004017_PB006080,,17.57,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA PH.ZN.P/BR 6 X 1.5/8""",004017_PB006104,,21.987599999999997,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TORNILLO TRUSS ZN P/F 8-18 X 1/2"" (100)",004018PF_008032,,12.55,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
TORNILLO TECHO POLICARBONATO 1.1/2 (BOLSA 100 PZ),004019_P0000961,,19232.624,,,bolsa,bolsa,1.0,0,Ferreteria,Fijaciones,,,,
"TORN.TECHO POLICARBONATO 2"" (BOLSA 100 PZ)",004019_P0001281,,20029.8,,,bolsa,bolsa,1.0,0,General,Otros,,,,
"HILO ZN 3/8"" X 1 METRO",005005_CZ024000,,2012.016,,,unidad,unidad,1.0,0,General,Otros,,,,
TARUGO CLAVO PH 8 X 120MM (100),006004___008120,,190.8604,,,unidad,unidad,1.0,0,General,Otros,,,,
REMACHE POP ALUMINIO 4.0 X 12MM (1.000),007019_RK_4012,,28.112,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 8MM (1.000),007019_RK_4808,,30.12,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 10MM (1.000),007019_RK_4810,,32.128,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 12MM (1.000),007019_RK_4812,,35.14,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 14MM (1.000),007019_RK_4814,,39.156,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 16MM (1.000),007019_RK_4816,,50.2,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 20MM,007019_RK_4820,,50.2,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 25MM (500),007019_RK_4825,,50.2,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 30MM,007019_RK_4830,,50.2,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"TIRAFONDO NG PAVONADO 1/4 X 2.1/2""",007022__016159,,100.4,,,unidad,unidad,1.0,0,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 1""",007022__020064,,85.34,,,unidad,unidad,1.0,0,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 1.1/2""",007022__020095,,99.396,,,unidad,unidad,1.0,0,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 2""",007022__020127,,123.8936,,,unidad,unidad,1.0,0,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 2.1/2""",007022__020159,,159.636,,,unidad,unidad,1.0,0,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 3""",007022__020191,,187.748,,,unidad,unidad,1.0,0,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 3.1/2""",007022__020223,,245.98,,,unidad,unidad,1.0,0,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 4""",007022__020255,,337.6452,,,unidad,unidad,1.0,0,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 4.1/2""",007022__020287,,363.0464,,,unidad,unidad,1.0,0,General,Otros,,,,
ELECT 6011 3/32-2.5MM TB11 (25/5K) TB,007025_TB11-24,,4216.8,,,kg,kg,1.0,0,General,Otros,,,,
CALEFACTOR LEÑA SCANTEK 360,45323,,329961.588,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
CALEFACTOR LEÑA CLASSIC 400 ROJA,45505,,424246.224,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
CALEFACTOR LEÑA CLASSIC 500 ROJA,45597,,508615.356,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
COCINA LEÑA TRADICIONAL ANGELINA BLANCA,01-118,,491741.128,,,unidad,unidad,1.0,0,General,Otros,,,,
COCINA LEÑA TRADICIONAL ANGELINA NEGRA,01-170,,491741.128,,,unidad,unidad,1.0,0,General,Otros,,,,
CALEFACTOR LEÑA NORDIC 380,43831,,407371.996,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
CALEFACTOR A PELLET ITALY 7100 ROJA,01-219,,719540.696,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
CALEFACTOR LEÑA SCANTEK 350,12055,,297692.024,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
CALEFACTOR LEÑA NORDIC 450,13150,,424246.224,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
TB. HIDRÁULICO. 110MMC-4,01.01.100,,17323.08628,,,unidad,unidad,1.0,0,General,Otros,,,,
TB. SANITARIO GRIS 40MM,01.02.005,,3866.655,,,unidad,unidad,1.0,0,General,Otros,,,,
TB. SANITARIO GRIS 50MM,01.02.015,,4891.31732,,,unidad,unidad,1.0,0,General,Otros,,,,
TB. SANITARIO GRIS 75MM,01.02.025,,7443.31464,,,unidad,unidad,1.0,0,General,Otros,,,,
"CLAVO C/GOL PLASTICA 2""",0100191_SDM0128,,52.208,,,unidad,unidad,1.0,0,General,Otros,,,,
"CLAVO C/GOL PLASTICA 2.1/2"" (100)",0100191_SDM0160,,80.32,,,unidad,unidad,1.0,0,General,Otros,,,,
"CLAVO C/GOL PLASTICA 3"" (100)",0100191_SDM0192,,86.344,,,unidad,unidad,1.0,0,General,Otros,,,,
PARRILLA DISCO ARADO 55CM.,01003-0015,,22709.476,,,unidad,unidad,1.0,0,Herramientas,Discos y Corte,,,,
PARRILLA DISCO 45CM,01003-0020,,17454.54,,,unidad,unidad,1.0,0,Herramientas,Discos y Corte,,,,
MONOMANDO LAVATORIO COLOMBA,010100102-T,,6227.812,,,unid.,unid.,1.0,0,General,Otros,,,,
MONOMANDO LAVATORIO DOMENICA,010100302-T,,7308.116,,,unid.,unid.,1.0,0,General,Otros,,,,
MONOMANDO LAVATORIO MODERN TAUMM,010100601-T,,11058.056,,,unid.,unid.,1.0,0,General,Otros,,,,
MONOMANDO LAVATORIO MODERN INOX,010100607-T,,10492.804,,,unid.,unid.,1.0,0,General,Otros,,,,
MONOMANDO LAVATORIO ALTO MODERN INOX,010100608-T,,13359.224,,,unid.,unid.,1.0,0,General,Otros,,,,
MONOMANDO LAVATORIO AL MURO HESSEN,010100702-T,,32314.744,,,unid.,unid.,1.0,0,General,Otros,,,,
MONOMANDO LAVATORIO NOTTE,010101002-T,,11238.776,,,unid.,unid.,1.0,0,General,Otros,,,,
BISAGRA L55 1 '' C/TORN. BRONCEADO DP 2 U.,10111150,,471.88,,,display,display,1.0,0,Hogar,Banio y Decoracion,,,,
MONOMANDO TINA-DUCHA COLOMBA,010300102-T,,9810.084,,,unid.,unid.,1.0,0,General,Otros,,,,
BISAGRA L38 1 1/2'' A. ZINCADO C/ TORNILLOS DP 2,10311168,,788.14,,,display,display,1.0,0,Ferreteria,Fijaciones,,,,
BISAGRA L38 2'' A. ZINCADO C/TORNILLOS DP 2 U,10311228,,1012.032,,,display,display,1.0,0,Ferreteria,Fijaciones,,,,
BISAGRA L38 2 1/2'' A. ZINCADO C/TORNILLOS DP 2 U,10311231,,1249.98,,,display,display,1.0,0,Ferreteria,Fijaciones,,,,
BISAGRA L38 3'' A. ZINCADO C/TORNILLOS DP 2 U,10311260,,1596.36,,,display,display,1.0,0,Ferreteria,Fijaciones,,,,
BISAGRA L38 3 1/2'' A. ZINCADO C/TORNILLOS DP 2 U,10311262,,2018.04,,,display,display,1.0,0,Ferreteria,Fijaciones,,,,
BISAGRA L38 4'' A. ZINCADO C/TORNILLOS DP 2 U,10311280,,3106.376,,,display,display,1.0,0,Ferreteria,Fijaciones,,,,
MONOMANDO DUCHA FUSCHER TAUMM,010400101-T,,13996.764,,,unid.,unid.,1.0,0,General,Otros,,,,
MONOMANDO DUCHA COLOMBA,010400102-T,,7784.012,,,unid.,unid.,1.0,0,General,Otros,,,,
MONOMANDO DUCHA DOMENICA,010400302-T,,11081.148,,,unid.,unid.,1.0,0,General,Otros,,,,
BISAGRA L84 4 X 4'' A. ZINCADO C/TORNILLOS DP 2 U,10411288,,3112.4,,,display,display,1.0,0,Ferreteria,Fijaciones,,,,
PACK BISAGRA L86 3 1/2 X 3 1/2'' A. LATONADO C/T BL 3 U,10450250,,3102.36,,,bolsa,bolsa,1.0,0,Hogar,Banio y Decoracion,,,,
PACK BISAGRA L86 3 X 3 '' A. LATONADO C/T BL 3,10450260,,2289.12,,,unidad,unidad,1.0,0,Hogar,Banio y Decoracion,,,,
BISAGRA PIANO 32MM X 1.00 MT A. BRONCEADO C/T BL 1 U,10555111,,3413.6,,,bolsa,bolsa,1.0,0,Hogar,Banio y Decoracion,,,,
BISAGRA PIANO 32MM X 0.85 MT A. BRONCEADO C/T BL 1 U,10555888,,3112.4,,,unidad,unidad,1.0,0,Hogar,Banio y Decoracion,,,,
MONOMANDO LAVAPLATO VERTICAL FUSCHER TAUMM,010600101-T,,13226.696,,,unid.,unid.,1.0,0,Construccion,Materiales,,,,
MONOMANDO LAVAPLATO VERTICAL COLOMBA,010600102-T,,5923.6,,,unid.,unid.,1.0,0,Construccion,Materiales,,,,
MONOMANDO LAVAPLATO VERTICAL INOX,010600607-T,,10985.768,,,unid.,unid.,1.0,0,Construccion,Materiales,,,,
MLV INOX EXTRAÍBLE,010600608-T,,21677.364,,,unid.,unid.,1.0,0,General,Otros,,,,
MONOMANDO LAVAPLATO CUELLO FLEXIBLE NEGRO,010600902-T,,12366.268,,,unid.,unid.,1.0,0,General,Otros,,,,
MONOMANDO LAVAPLATO CUELLO FLEXIBLE ROJO,010600903-T,,12881.32,,,unid.,unid.,1.0,0,General,Otros,,,,
MONOMANDO LAVAPLATO CUELLO FLEXIBLE VERDE,010600904-T,,12881.32,,,unid.,unid.,1.0,0,General,Otros,,,,
MONOMANDO LAVAPLATO VERTICAL NOTTE,010601002-T,,10779.948,,,unid.,unid.,1.0,0,Construccion,Materiales,,,,
"MODULO 600X0,30 (FACTOR DE CARGA 148,8)",107040058,,8373.36,,,unidad,unidad,1.0,0,General,Otros,,,,
BISAGRA L88 3 X3 NEGRO MICROTEXTURADO C/TORN BOLSA 3 UN,10808290,,3739.9,,,bolsa,bolsa,1.0,0,Hogar,Banio y Decoracion,,,,
BISAGRA L88 3 1/2 X3 1/2 NEGRO MICROTEXTURADO C/TORN BOLSA 3 UN,10808292,,5020.0,,,bolsa,bolsa,1.0,0,Hogar,Banio y Decoracion,,,,
PACK BISAGRA L-88 3X3'' A. NIQUEL SATIN 3 UN C/TORN.,10852110,,3202.76,,,bolsa,bolsa,1.0,0,Hogar,Banio y Decoracion,,,,
PACK BISAGRA L-88 3 1/2X3 1/2'' A. NIQUEL SATIN 3 UN C/TORN.,10852120,,4166.6,,,bolsa,bolsa,1.0,0,Hogar,Banio y Decoracion,,,,
AGUARRAS BOTELLA 20X1 LT,109009,,1239.17696,,,litro,litro,1.0,0,General,Otros,,,,
POMEL ACERO 1/2X77MM F.PULIDO C/GOLILLA (GR),11012051,,597.38,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
POMEL ACERO 5/8X86MM F.PULIDO C/GOLILLA (GR),11012066,,918.66,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
POMEL ACERO 3/4X95MM F.PULIDO C/GOLILLA (GR),11012136,,1345.36,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
POMEL ACERO 7/8X100MM F.PULIDO C/GOLILLA (GR),11012146,,1847.36,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
POMEL ACERO 1X104 MM FIERRO PULIDO C/GOLILLA (GR),11012227,,2379.48,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
BISAGRA L65 D/ACC 4'' A.INOXIDABLE SATINADO C/T DP 1 U,11394130,,11411.464,,,display,display,1.0,0,Hogar,Banio y Decoracion,,,,
BISAGRA T 3'' A. ZINCADO DP 2 U,11511260,,1455.8,,,display,display,1.0,0,Aceros y Techumbre,Planchas,,,,
BISAGRA T 5'' A. ZINCADO DP 2 U,11511300,,1982.9,,,display,display,1.0,0,Aceros y Techumbre,Planchas,,,,
BISAGRA ALA 3'' A. ZINCADO C/T DP 2 U,11711260,,1696.76,,,display,display,1.0,0,Aceros y Techumbre,Planchas,,,,
BISAGRA ALA 5'' A. ZINCADO C/T DP 2 U,11711300,,2419.64,,,display,display,1.0,0,Aceros y Techumbre,Planchas,,,,
BISAGRA RETEN RECTA 35 MM SLIDE-ON METALICA,12702010,,532.12,,,unidad,unidad,1.0,0,Hogar,Banio y Decoracion,,,,
"CORREDERA TELESCOPICA H35 STD 300MM 0,8MM C/TORN. LIOI",12800005,,2660.6,,,par,par,1.0,0,General,Otros,,,,
"CORREDERA TELESCOPICA H35 STD 350MM 0,8MM C/TORN. LIOI",12800006,,3062.2,,,par,par,1.0,0,General,Otros,,,,
"CORREDERA TELESCOPICA H35 STD 450MM 0,8MM C/TORN. LIOI",12800008,,4005.96,,,par,par,1.0,0,General,Otros,,,,
RUEDA PARA PORTON 64MM C/PASADOR A SOLDAR,12900003,,4314.188,,,unidad,unidad,1.0,0,General,Otros,,,,
RUEDA PARA PORTON 75MM C/PASADOR A SOLDAR,12900005,,6357.328,,,unidad,unidad,1.0,0,General,Otros,,,,
RUEDA PARA PORTON 85MM C/PASADOR A SOLDAR,12900007,,8288.02,,,unidad,unidad,1.0,0,General,Otros,,,,
RUEDA PARA PORTON 100MM C/PASADOR A SOLDAR,12900009,,11553.028,,,unidad,unidad,1.0,0,General,Otros,,,,
RUEDA PARA PORTON 64MM C/PERNO,12900013,,5020.0,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
RUEDA PARA PORTON 75MM C/PERNO,12900015,,7213.74,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
RUEDA PARA PORTON 85MM C/PERNO,12900017,,8428.58,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
RUEDA PARA PORTON 100MM C/PERNO,12900019,,11947.6,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
GUIA PARA PORTON SIMPLE 126MM,12900100,,1992.94,,,unidad,unidad,1.0,0,General,Otros,,,,
BROCA CONCRETO CORTA (ART.300) 4.0 MM.,0165400000100G,,330.316,,,unid,unid,1.0,0,General,Otros,,,,
BROCA CONCRETO CORTA (ART.300) 6.0 MM.,0165600000100G,,525.092,,,unid,unid,1.0,0,General,Otros,,,,
BROCA CONCRETO CORTA (ART.300) 10.0 MM.,0166000000100G,,1109.42,,,unid,unid,1.0,0,General,Otros,,,,
BROCA CONCRETO LARGA (ART.304) 13.0 MM.,0167130000100G,,4996.908,,,unid,unid,1.0,0,General,Otros,,,,
BROCA CONCRETO LARGA (ART.304) 14.0 MM.,0167140000100G,,4996.908,,,unid,unid,1.0,0,General,Otros,,,,
BROCA CONC.SDS PLUS L160 ART.400 12.0MM.,0168220000100G,,2040.128,,,unid,unid,1.0,0,General,Otros,,,,
MOTOR DIESEL MOS TDE130EXP 13 HP 498CC PARTIDA ELECTRICA,019-062,,702800.0,,,unidad,unidad,1.0,0,General,Otros,,,,
KIT INSTALACION CALEFACTORES A LEÑA PLUS 6'',42036,,120515.14,,,pack 4,pack 4,1.0,0,Construccion,Materiales,,,,
KIT INSTALACION CALEFACTORES Y COCINAS A LEÑA PLUS 5'',43862,,114818.444,,,pack 4,pack 4,1.0,0,Construccion,Materiales,,,,
SACO DE LANA MINERAL 5 KG.,21217,,22088.0,,,Unidad,Unidad,1.0,0,General,Otros,,,,
KIT INSTALACION CALEFACTORES A PELLET TECHO,24504,,154262.592,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
JUEGO DUCHA BLANCO ECO,020100102-T,,1985.912,,,unid.,unid.,1.0,0,General,Otros,,,,
JUEGO DUCHA SWERTT TAUMM,020100202-T,,2562.208,,,unid.,unid.,1.0,0,General,Otros,,,,
JUEGO DUCHA CONSTER TAUMM,020100402-T,,3579.26,,,unid.,unid.,1.0,0,General,Otros,,,,
JUEGO DUCHA NEUE-FREIBURG,020100702-T,,3805.16,,,unid.,unid.,1.0,0,General,Otros,,,,
JUEGO DUCHA NEUE-SPIEGEL,020100802-T,,5953.72,,,unid.,unid.,1.0,0,General,Otros,,,,
MANGO DUCHA SWERTT TAUMM,020200201-T,,1231.908,,,unid.,unid.,1.0,0,General,Otros,,,,
MANGO DUCHA FREIBURG,020200301-T,,1522.064,,,unid.,unid.,1.0,0,General,Otros,,,,
ESTUFA GAS 15 KG KENDAL ROJA,0202030004001I,,91113.6526,,,unidad,unidad,1.0,0,General,Otros,,,,
COLGADOR SWERTT TAUMM,020300201-T,,686.736,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE DUCHA 1.85 MTS. REFORZADO SPIEGEL TAUMM,020400501-T,,1418.652,,,unid.,unid.,1.0,0,General,Otros,,,,
BRAZO DUCHA METÁLICO AL MURO JAHR,020500601-T,,8056.096,,,unid.,unid.,1.0,0,General,Otros,,,,
BRAZO DUCHA PLÁSTICO AL MURO,020500701-T,,1033.116,,,unid.,unid.,1.0,0,General,Otros,,,,
"PLATO DUCHA REDONDO ABS 8""",020601003-T,,2713.812,,,unid.,unid.,1.0,0,General,Otros,,,,
BRAZO METÁLICO P/FLEX PARA PLATO DUCHA,020702002-T,,3911.584,,,unid.,unid.,1.0,0,General,Otros,,,,
GAMELA OVALADA (L2),2085,,3336.292,,,unidad,unidad,1.0,0,General,Otros,,,,
MACHO ADAPTADOR SCHUKO 16A C/TIERRA LAT. Y FRONTAL. COLOR BLANCO,0300MA0276,,1716.84,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,,
PERCHERO FREIBURG,030100301-T,,2636.504,,,unid.,unid.,1.0,0,General,Otros,,,,
BARNIZ MARINO INCOLORO GL CAJA 4 UNS,304003,,15214.616,,,galon,galon,1.0,0,General,Otros,,,,
TOALLERO ARO LÍNEA COLOMBA,030401602-T,,1476.884,,,unid.,unid.,1.0,0,General,Otros,,,,
BASURERO 55 LTS. T/LISA (1039)(80UN),3046,,7033.02,,,unidad,unidad,1.0,0,General,Otros,,,,
PORTA ROLLO LINEA ECO,030501602-N,,2031.092,,,unid.,unid.,1.0,0,General,Otros,,,,
PORTA ROLLO LÍNEA COLOMBA,030501602-T,,1555.196,,,unid.,unid.,1.0,0,General,Otros,,,,
BASURERO 75 LTS. C/RUEDAS NEGRO (1328)(20UN),3054,,16135.284,,,unidad,unidad,1.0,0,General,Otros,,,,
PORTA PAPEL WC METALICO REDONDO - TAUMM,030600200-T,,4409.568,,,unid.,unid.,1.0,0,General,Otros,,,,
TOALLERO BARRA 61 CMS LINEA ECO,030601602-N,,1941.736,,,unid.,unid.,1.0,0,General,Otros,,,,
KIT ACCESORIOS DE PARED ECONOMICO C/CUBRE ROLLO SI,030701602-N,,7008.924,,,unid.,unid.,1.0,0,General,Otros,,,,
DLP/BLANCA S/TABIQUE 20X10MM,30802,,1220.2214399999998,,,metro,metro,1.0,0,General,Otros,,,,
3/4 ABATIBLE 60X40 177 3/4 SNP (325)(0040101V0000),3109,,4633.46,,,unidad,unidad,1.0,0,General,Otros,,,,
BARRA SEGURIDAD CORTA ACERO INOXIDABLE,031200102-T,,3917.608,,,unid.,unid.,1.0,0,Aceros y Techumbre,Planchas,,,,
AGARRADERA RECTA D32 L24 TAUMM,031200201-T,,5550.112,,,unid.,unid.,1.0,0,General,Otros,,,,
BARRA SEGURIDAD ACERO INOXIDABLE,031200202-T,,5256.944,,,unid.,unid.,1.0,0,Aceros y Techumbre,Planchas,,,,
AGARRADERA RECTA D25 L16 TAUMM,031200301-T,,4526.032,,,unid.,unid.,1.0,0,General,Otros,,,,
BARRA 90° ESQUINERA 3 APOYOS,031200532-T,,13502.796,,,unid.,unid.,1.0,0,General,Otros,,,,
BASURERO AC.INOX. 3 LTS TAUMM,031400100-T,,2518.032,,,unid.,unid.,1.0,0,General,Otros,,,,
BASURERO AC.INOX. 5 LTS TAUMM,031400200-T,,3970.82,,,unid.,unid.,1.0,0,General,Otros,,,,
