nombre,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel,unidad
ENCHUFE HEMBRA 10A 2P+T NEGRO,8630166,983.92,1328.29,1180.70,unidad,unidad,1.0,100,Electricidad,Cables y Accesorios,,,,
"ADAPTADOR TRIPLE 10A, 250V, 2P+T, NEGRO",8630358,1506.00,2033.10,1807.20,Unidad,Unidad,1.0,100,General,Otros,,,,
AMP 881 12V 27W PGJ13 CR STD CAJA,867726,2122.46,2865.32,2546.95,unidad,unidad,1.0,100,General,Otros,,,,
ENDURECEDOR CREMA EXTRA 28 GRS. (*) - MARSON,8691025,777.10,1049.08,932.52,un,un,1.0,100,General,Otros,,,,
"PILAR C1515E 3.0 15-15 8.0X4.2 NR (5,94KG)",869151580420300,8945.64,12076.61,10734.77,unidad,unidad,1.0,100,General,Otros,,,,
ACEITE IMPREGNANTE BOTELLA 1 L,89005,2138.52,2887.00,2566.22,litro,litro,1.0,100,General,Otros,,,,
ACEITE IMPREGNANTE BIDON 5 L,89007,6676.60,9013.41,8011.92,litro,litro,1.0,100,General,Otros,,,,
ACEITE IMPREGNANTE TAMBOR 200 L,89010,1034.12,1396.06,1240.94,litro,litro,1.0,100,General,Otros,,,,
AFIX SILICONA ROJA ALTA TEMPERATURA CART 280 ML,8903000005,3614.40,4879.44,4337.28,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
AFIX SILICONA MULTIUSO TRANSPARENTE (CART 300ML),8905000305,1355.40,1829.79,1626.48,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
CUCHILLO CARTONERO GRANDE ISOFIT RIEL METALICO,89097,853.40,1152.09,1024.08,und,und,1.0,100,General,Otros,,,,
ADHESIVO CLAVO LIQUIDO ( CAJA 12 UNIDADES),892180100,2926.66,3950.99,3511.99,unidad,unidad,1.0,100,General,Otros,,,,
SILICONA ACETICA BLANCA 280ML,89231887,2354.38,3178.41,2825.26,unidad,unidad,1.0,100,General,Otros,,,,
CARBOLINEO 1/4 GALON,89300,3594.32,4852.33,4313.18,unidad,unidad,1.0,100,General,Otros,,,,
PINTURA SPRAY NEGRO MATE 400ML (CAJA 6 UNIDADES),893012011,3280.07,4428.09,3936.08,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
PINTURA SPRAY NEGRO BRILLANTE 400ML (CAJA 6 UNIDADES),893012017,3280.07,4428.09,3936.08,caja,caja,1.0,100,Pinturas,Aplicacion,,,,
ANTIEMPANANTE 60ML,893012461,1997.96,2697.25,2397.55,unidad,unidad,1.0,100,General,Otros,,,,
CARBOLINEO 1 GALON,89306,9236.80,12469.68,11084.16,unidad,unidad,1.0,100,General,Otros,,,,
SUPER GLUE 2GRS ( CAJA 12 UNIDADES),893090002,1319.26,1781.00,1583.11,unidad,unidad,1.0,100,General,Otros,,,,
CARBOLINEO LATA 5 GALONES 17 LT,89312,32529.60,43914.96,39035.52,unidad,unidad,1.0,100,General,Otros,,,,
ADHESIVO EPOXI ESR ( CAJA 12 UNIDADES),893480130,3081.28,4159.72,3697.53,unidad,unidad,1.0,100,General,Otros,,,,
LIMPIA CONTACTO W-MAX 300ML,893651003,3183.68,4297.97,3820.42,unidad,unidad,1.0,100,General,Otros,,,,
MTS.TUBERIA PP-RCT 25 MM S3.2 (PN-16) X 6 MTS.,90002,6277.01,8473.96,7532.41,unidad,unidad,1.0,100,General,Otros,,,,
"MTS.TUBERIA PP-R 20 MM S3.2 (PN-16) X 5,8 MTS.",90046,2963.81,4001.14,3556.57,unidad,unidad,1.0,100,General,Otros,,,,
"MTS.TUBERIA PP-R 25 MM S3.2 (PN-16) X 5,8 MTS.",90047,4759.96,6425.95,5711.96,unidad,unidad,1.0,100,General,Otros,,,,
"MTS.TUBERIA PP-R 32 MM S3.2 (PN-16) X 5,8 MTS.",90048,7612.33,10276.64,9134.79,unidad,unidad,1.0,100,General,Otros,,,,
BROCA PIEDRA 117 ALPEN 6.0 MM.,900604,1620.46,2187.62,1944.55,unidad,unidad,1.0,100,General,Otros,,,,
BROCA PIEDRA 117 ALPEN 8.0 MM.,900606,2319.24,3130.97,2783.09,unidad,unidad,1.0,100,General,Otros,,,,
MTS.TUBERIA PP-R 20 MM S2.5 (PN-20),90061,3220.83,4348.12,3865.00,unidad,unidad,1.0,100,General,Otros,,,,
MTS.TUBERIA PP-R 25 MM S2.5 (PN-20),90062,4972.81,6713.30,5967.37,unidad,unidad,1.0,100,General,Otros,,,,
PUERTA EXTERIOR RADIATA AURORA,900A,50736.14,68493.78,60883.36,unidad,unidad,1.0,100,General,Otros,,,,
PUERTA EXTERIOR OREGON AURORA 90X200,900AO,61725.92,83329.99,74071.10,unidad,unidad,1.0,100,General,Otros,,,,
PUERTA EXTERIOR OREGON VICTORIA/TRANCURA 90X200,900VO,64918.64,87640.16,77902.37,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
PUERTA EXTERIOR RADIATA VICTORIA,900VR,53312.40,71971.74,63974.88,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO LAVAMANOS ABS EKO,901-90,8829.18,11919.39,10595.01,unidad,unidad,1.0,100,General,Otros,,,,
LLAVE DE PASO METÁLICA 20 MM ROJA O AZUL,90101,2957.78,3993.01,3549.34,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"LLAVE DE PASO CROMADA 20 MM VASTAGO 2,3 CMS.",90115,4324.23,5837.71,5189.07,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
CODO PPR 90° 20 MM,90163,85.34,115.21,102.41,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
CODO PPR 90° 25 MM,90164,125.50,169.43,150.60,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
HUINCHA MEDIR TOLSEN 35010 5 MTS,9016404303510,2267.57,3061.23,2721.09,unidad,unidad,1.0,100,General,Otros,,,,
HUINCHA MEDIR TOLSEN 35022 30 MTS,9016404303522,6178.67,8341.20,7414.40,unidad,unidad,1.0,100,General,Otros,,,,
ESPATULA TOLSEN 35 MM 40201/WOOD,9016409240201,1055.20,1424.53,1266.24,unidad,unidad,1.0,100,General,Otros,,,,
ESPATULA TOLSEN 50 MM 40202/WOOD,9016409240202,1089.34,1470.61,1307.21,unidad,unidad,1.0,100,General,Otros,,,,
ESPATULA TOLSEN 30 MM 40011,9016409244011,1506.00,2033.10,1807.20,unidad,unidad,1.0,100,General,Otros,,,,
ESPATULA TOLSEN 40 MM 40012,9016409244012,1602.38,2163.22,1922.86,unidad,unidad,1.0,100,General,Otros,,,,
PALA CARBONERA TOLSEN 58002,9016470555802,9069.33,12243.60,10883.20,unidad,unidad,1.0,100,General,Otros,,,,
CODO PPR 90° 32 MM,90165,207.83,280.57,249.39,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
MONOMANDO TINA/DUCHA ABS EKO,902-90,19699.48,26594.30,23639.38,unidad,unidad,1.0,100,General,Otros,,,,
CODO PPR DOBLE 20 X 1/2 HI,90210,2313.22,3122.84,2775.86,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
CODO FUSION PPR 20 X 1/2 HI METAL,90230,722.88,975.89,867.46,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
BROCA HSS 624MM. ALPEN 3.0,902330,857.42,1157.51,1028.90,unidad,unidad,1.0,100,General,Otros,,,,
BROCA HSS 624MM. ALPEN 3.5,902335,1012.03,1366.24,1214.44,unidad,unidad,1.0,100,General,Otros,,,,
BROCA HSS 624MM. ALPEN 4.0,902340,1180.70,1593.95,1416.84,unidad,unidad,1.0,100,General,Otros,,,,
BROCA HSS 624MM. ALPEN 4.5,902345,1180.70,1593.95,1416.84,unidad,unidad,1.0,100,General,Otros,,,,
BROCA HSS 624MM. ALPEN 5.0,902350,1598.37,2157.80,1918.04,unidad,unidad,1.0,100,General,Otros,,,,
BROCA HSS 624MM. ALPEN 6.0,902360,1849.37,2496.65,2219.24,unidad,unidad,1.0,100,General,Otros,,,,
BROCA HSS 624MM. ALPEN 6.5,902365,1849.37,2496.65,2219.24,unidad,unidad,1.0,100,General,Otros,,,,
BROCA HSS 624MM. ALPEN 8.0,902380,3138.50,4236.98,3766.20,unidad,unidad,1.0,100,General,Otros,,,,
"BROCA HSS 624MM. ALPEN 10,0",902400,3912.59,5281.99,4695.11,unidad,unidad,1.0,100,General,Otros,,,,
"BROCA HSS 624MM. ALPEN 11,0",902410,4771.01,6440.86,5725.21,unidad,unidad,1.0,100,General,Otros,,,,
"BROCA HSS 624MM. ALPEN 12,0",902412,5853.32,7901.98,7023.98,unidad,unidad,1.0,100,General,Otros,,,,
"BROCA HSS 624MM. ALPEN 12,5",902413,6276.00,8472.61,7531.20,unidad,unidad,1.0,100,General,Otros,,,,
"BROCA HSS 624MM. ALPEN 13,0",902414,6365.36,8593.24,7638.43,unidad,unidad,1.0,100,General,Otros,,,,
CODO FUSION PPR 20 X 1/2 HE,90242,1039.14,1402.84,1246.97,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
CODO FUSION PPR 20 X 3/4 HE,90243,1161.63,1568.20,1393.95,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
CODO FUSION PPR 25 X 1/2 HE,90244,1161.63,1568.20,1393.95,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
TEE PPR 25 MM,90263,172.69,233.13,207.23,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
MONOMANDO SOLO DUCHA ABS EKO,903-90,17199.52,23219.36,20639.43,unidad,unidad,1.0,100,General,Otros,,,,
COPLA REDUCCION PPR 25 X 20 MM,90363,83.33,112.50,100.00,unidad,unidad,1.0,100,General,Otros,,,,
COPLA REDUCCION PPR 32 X 20 MM,90364,137.55,185.69,165.06,unidad,unidad,1.0,100,General,Otros,,,,
COPLA FUSION PPR 25 MM,90397,112.45,151.80,134.94,unidad,unidad,1.0,100,General,Otros,,,,
COPLA FUSION PPR 32 MM,90398,156.62,211.44,187.95,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO COCINA ABS EKO,904-90,9789.00,13215.15,11746.80,unidad,unidad,1.0,100,General,Otros,,,,
U.AMERICANA PPR 20 MM,90414,323.29,436.44,387.95,unidad,unidad,1.0,100,General,Otros,,,,
U.AMERICANA PPR 25 MM,90415,427.70,577.40,513.24,unidad,unidad,1.0,100,General,Otros,,,,
AMP H4 12V 60/55W P43T-38 T4.625 CR STD CAJA,9043,2861.40,3862.89,3433.68,unidad,unidad,1.0,100,General,Otros,,,,
TAPON PPR 25 MM,90444,78.31,105.72,93.97,unidad,unidad,1.0,100,General,Otros,,,,
TERMINAL PPR 20 X 1/2 HI,90471,655.61,885.08,786.73,unidad,unidad,1.0,100,General,Otros,,,,
TERMINAL PPR 20 X 3/4 HI,90472,950.79,1283.56,1140.95,unidad,unidad,1.0,100,General,Otros,,,,
TERMINAL PPR 32 X 1 HI,90477,1955.79,2640.32,2346.95,unidad,unidad,1.0,100,General,Otros,,,,
TERMINAL PPR 20 X 1/2 HE,90488,924.68,1248.32,1109.62,unidad,unidad,1.0,100,General,Otros,,,,
TERMINAL PPR 25 X 3/4 HE,90490,1265.04,1707.80,1518.05,unidad,unidad,1.0,100,General,Otros,,,,
TERMINAL PPR 25 X 1/2 HE,90491,863.44,1165.64,1036.13,unidad,unidad,1.0,100,General,Otros,,,,
TERMINAL PPR 32 X 1 HE,90494,1718.85,2320.44,2062.62,unidad,unidad,1.0,100,General,Otros,,,,
ABRAZADERA PPR AUTOLOCK 20 MM,90517,69.28,93.52,83.13,unidad,unidad,1.0,100,General,Otros,,,,
ABRAZADERA PPR AUTOLOCK 25 MM,90518,85.34,115.21,102.41,unidad,unidad,1.0,100,General,Otros,,,,
PASATUBO PPR PUENTE 20 MM,90530,306.22,413.40,367.46,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
PASATUBO PPR PUENTE 25 MM,90531,479.91,647.88,575.89,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
ABRAZADERA TUBO 80 P25 BLANCO,9053243,855.41,1154.80,1026.49,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"CODO 87,5° H - H P25 BLANCO",9053248,2672.65,3608.07,3207.18,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
TIJERA CORTA TUBO PPR HASTA 20-40   MM,90572,6204.72,8376.37,7445.66,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
BROCA PIEDRA 367 ALPEN 8 MM. 140/200,906006,3897.53,5261.66,4677.03,unidad,unidad,1.0,100,General,Otros,,,,
BROCA PIEDRA 367 ALPEN 10 MM. 140/200,906008,5155.54,6959.98,6186.65,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO LAVAMANOS ABS EKO MATTE BLACK,907-90,7128.40,9623.34,8554.08,unidad,unidad,1.0,100,General,Otros,,,,
BROCA SDS PLUS 8 MM LARGO 160-100 ALPEN,907106,4758.96,6424.60,5710.75,unidad,unidad,1.0,100,General,Otros,,,,
AMP H7 12V 55W PX26D CRI STD CAJA,9074,3795.12,5123.41,4554.14,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO TINA/DUCHA ABS EKO MATTE BLACK,908-90,17729.64,23935.01,21275.56,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO SOLO DUCHA ABS EKO MATTE BLACK,909-90,15479.67,20897.56,18575.61,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO COCINA ABS EKO MATTE BLACK,910-90,9789.00,13215.15,11746.80,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO COCINA ABS STANNA,914-90,10029.96,13540.45,12035.95,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
COMBINACION COCINA 8 PULGADAS ABS,915-90,7921.56,10694.11,9505.87,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO COCINA FALUN,918-90,16743.71,22604.01,20092.45,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO LAVAMANOS FALUN,919-90,12644.38,17069.91,15173.25,unidad,unidad,1.0,100,General,Otros,,,,
BOTA DE AGUA DE GOMA V-FLEX 36,92146,25748.58,34760.59,30898.30,PAR,PAR,1.0,100,General,Otros,,,,
BOTA DE AGUA DE GOMA V-FLEX 37,92147,25748.58,34760.59,30898.30,PAR,PAR,1.0,100,General,Otros,,,,
HUAIPE SEDA BLANCO BOLSA 100 G,94111,1034.12,1396.06,1240.94,kilo,kilo,1.0,100,General,Otros,,,,
HUAIPE SEDA BLANCO BOLSA 250 G,94122,2489.92,3361.39,2987.90,kilo,kilo,1.0,100,General,Otros,,,,
PEZCASTILLA BOLSA 1 KG,94644,4668.60,6302.61,5602.32,kilo,kilo,1.0,100,General,Otros,,,,
SODA CAUSTICA ESCAMA 1 KILO,94744,1275.08,1721.36,1530.10,bolsa,bolsa,1.0,100,General,Otros,,,,
AGUARRAS MINERAL,95005,2309.20,3117.42,2771.04,unidad,unidad,1.0,100,General,Otros,,,,
TIERRA NEGRA BOLSA 1 KG,96244,1927.68,2602.37,2313.22,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO LAVAPLATO KALMAR,964-90,12722.69,17175.63,15267.23,unidad,unidad,1.0,100,General,Otros,,,,
TIERRA ROJA EXTRA BOLSA 1/4 KG,96422,431.72,582.82,518.06,unidad,unidad,1.0,100,General,Otros,,,,
TIERRA ROJA EXTRA BOLSA 1/2 KG,96433,622.48,840.35,746.98,unidad,unidad,1.0,100,General,Otros,,,,
TIERRA ROJA EXTRA BOLSA 1 KG,96444,1234.92,1667.14,1481.90,unidad,unidad,1.0,100,General,Otros,,,,
TIERRA VERDE EXTRA BOLSA 1 KG,96644,2208.80,2981.88,2650.56,bolsa,bolsa,1.0,100,General,Otros,,,,
"MOTOSIERRA HUSQVARNA 61 ESPADA 15"" (2021)",967 0624-55,609159.27,822365.01,730991.12,und,und,1.0,100,Herramientas,Discos y Corte,,,,
"MOTOSIERRA 120 ESPADA 16""",967 0679-01,219966.70,296955.05,263960.04,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
PACK TOALLA JUMBO ECOROLL 250MX2ROLL TECNO 1325002,96993833,6817.16,9203.17,8180.59,pack,pack,1.0,100,General,Otros,,,,
PACK HIG JUMBO ECO 500MX4 ROLL TECNO 1250004GAR,96993834,6716.76,9067.63,8060.11,pack,pack,1.0,100,General,Otros,,,,
MONOMANDO LAVAMANOS THEO,971-90,12251.81,16539.95,14702.17,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO SOLO DUCHA THEO,973-90,20811.92,28096.09,24974.30,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO COCINA THEO,974-90,11301.02,15256.38,13561.23,unidad,unidad,1.0,100,General,Otros,,,,
COMBINACION DE LAVAPLATOS BORAS 8,975-90,18198.50,24567.98,21838.20,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO LAVAMANOS FOKUS,976-90,19541.86,26381.51,23450.23,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO TINA/DUCHA FOKUS,977-90,31219.38,42146.16,37463.26,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO SOLO DUCHA FOKUS,978-90,28237.50,38120.62,33885.00,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO COCINA FOKUS,979-90,25976.49,35068.26,31171.79,unidad,unidad,1.0,100,General,Otros,,,,
TAMBOR DE 200 L,98038,11812.06,15946.28,14174.47,litro,litro,1.0,100,General,Otros,,,,
TERCIADO ESTRUCTURAL 18X 2440X1220X54 (CONCEPCIÓN),982310-Concepción,18939.46,25568.27,22727.35,un,un,1.0,100,General,Otros,,,,
RUEDA PARA CARRETILLAS PANTANERA 350X8 (RN) - VARIOS NACIONALES,9901450,9638.40,13011.84,11566.08,un,un,1.0,100,General,Otros,,,,
REGULADOR GAS LICUADO CEMCO DOS ETAPAS (15098) - VARIOS NACIONALES,9904753,7127.40,9621.98,8552.88,un,un,1.0,100,General,Otros,,,,
PINZAS PERRITOS PARA LA ROPA X 24 UN MADERA,99194,478.61,646.12,574.33,set,set,1.0,100,General,Otros,,,,
MONOMANDO COCINA EXTRAIBLE,995-90,70656.50,95386.28,84787.80,unidad,unidad,1.0,100,General,Otros,,,,
MONOMANDO COCINA FLEXIBLE NEGRO,996-90,28126.06,37970.18,33751.27,unidad,unidad,1.0,100,General,Otros,,,,
LIMPIAMETALES 200 CC BRASSO,99662,8758.29,11823.70,10509.95,und,und,1.0,100,General,Otros,,,,
ACEITE HUSQVARNA 2T MEZCLA 20X1LT,999 0000-01,5758.60,7774.11,6910.32,unidad,unidad,1.0,100,General,Otros,,,,
ACEITE HUSQVARNA 2T MEZCLA 35X250CC,999 0000-1/4,2151.62,2904.69,2581.95,unidad,unidad,1.0,100,General,Otros,,,,
ACEITE HUSQVARNA 2T MEZCLA 20X500CC,999 0000-50,3301.75,4457.37,3962.11,unidad,unidad,1.0,100,General,Otros,,,,
